0004915f-4399-4ae1-beab-85a62c11b674	Generated_ARM_Camp_Rich_D_Blue
000579f2-5935-4128-8a0b-28fca0434dc9	Item_DEC_HAG_Tea_Pot_A
001376e1-2f21-4306-b510-0be29fa4941d	Item_CONS_GEN_Food_Dinner_A
0015edb7-b2bb-45e5-baa2-8c63d37b98a5	Item_BLD_Village_House_Door_A_Wood_Scenery_B
001bfc28-6dcf-4abb-98d5-2b7a80e1f681	Item_LOOT_MF_Alchemy_Device_C
00253e1b-375c-4ef4-8808-974cab615ff7	Item_CONS_Drink_Water_A_Wicker
002a15a3-77bb-4906-9710-8bcaa68b6939	Item_BLD_Village_House_Door_A_Wood_Scenery_B
003fd376-5351-44cf-b65f-16881791ee1c	Item_DEC_GEN_Statue_Ketheric_A
004ab562-5cd4-4f1f-8aa5-497e7e2c5f4f	Item_WPN_Drow_Shield_A_0_Absolute
00544958-4656-4e69-8feb-282cb11a6c9e	WPN_HUM_HeavyCrossbow_A_0
005ee9c5-23d0-41e6-b4d7-cff4570bc5b5	Item_CONS_GEN_Food_Meat_Sausage_B_Individual_A
005f58c8-9dbb-4c26-b9c6-e531f6e3617d	Item_LOOT_Druid_Autopsy_Set_Tadpole
00cd39fa-ff43-4f00-b3ab-9af52c70b483	Item_DEC_Druids_Tablet_Stone_Row_Multiple_A
00d54150-a62c-4b01-b513-f165ac0d0150	Item_CONS_GEN_Food_Meat_Sausage_B_Rope_A
00d770dd-4b9a-481d-9e8d-a723df8d2f53	Item_LOOT_Alchemy_Crystal_A
00d8d8fc-1820-47de-9956-5d4a68a40700	Generated_ARM_Camp_Shoes_Gale
01037d0a-fbfb-41c7-b2d2-0947f2827d80	Item_FUR_GEN_Printing_Press_A
01051ea7-1980-448f-9e24-9951f8b39670	7556599d-28e9-14df-15a5-3e3c9d01bea4-EQP_InvokeDuplicity_(Icon_Gnomes_Female)
0116cb70-6029-4cae-b64d-e19033a03087	c0807a07-7e67-6f66-31d8-437c234a42e9-EQP_Human_Staff_(Icon_Human_Male)
011a64ae-8e3c-40b8-890d-67ae115af451	0f089ef3-2587-0603-8479-3c9b0679f9b8-EQP_InvokeDuplicity_(Icon_Dwarf_Female)
011fd52f-8fee-4765-b0ac-4dd62d4c7c90	Item_GEN_Cloth_Tent
01718a36-3102-4dd2-b141-4f5f042deb10	1c36f857-0a5e-a0e2-66d9-9c5b24daf824-_(Icon_HalfElf_Female)
0180607d-dbf8-48e6-98d9-89e67aa9f13a	Item_LOOT_Mushroom_Swarmingtoadstool_A
01852753-22b9-4724-986b-8c9786b04010	Item_CONS_Food_Roasted_Pig_A
019d8804-56ee-44eb-959a-db5377cda8ae	Item_LOOT_SCROLL_MirrorImage
01a26e77-c4bc-4237-ae71-59c634723a95	Item_WPN_HUM_Mace_A_0
01ae9d80-e4d5-422c-a841-e663ca3dc832	Item_DEC_Dungeon_Skeleton_BonePile_Bloody
01d1b2b2-9e6b-4ad2-8d63-59f9caf1d389	Item_LOOT_SCROLL_Resurrection
01da5a5b-97cd-4989-9ae3-af646eb35bc9	Item_WPN_Ogre_Greatclub_A
01df2059-dc4a-43e5-a352-4c7ef62f4085	Item_BOOK_GEN_Books_Row_Multiple_D
01ea948d-e239-4540-9aaa-cc74974310d0	Item_LTS_DUN_Hanging_Bowls_A
01fa8d64-f63e-4bb8-9ee4-cba84dad3781	90dc73a3-5072-c4b1-2bab-a6610289d8b7-EQP_Goblin_Staff_(Icon_Goblin_Male)
0206650c-76b0-4ca3-9060-8efb5b739ede	Item_CONS_FOOD_Fruit_Orange_A
